https://vault.racerxonline.com/venue/daytona-international-speedway [37834] -> 
https://vault.racerxonline.com/venue/astrodome [29843] -> 
https://vault.racerxonline.com/venue/texas-stadium [29365] -> 
https://vault.racerxonline.com/venue/silverdome [33647] -> 
https://vault.racerxonline.com/venue/los-angeles-memorial-coliseum [27310] -> 
https://vault.racerxonline.com/venue/anaheim-stadium [25076] -> 
https://vault.racerxonline.com/venue/glen-helen-raceway [28957] -> 
https://vault.racerxonline.com/venue/hangtown-motocross-classic [41694] -> 
https://vault.racerxonline.com/venue/washougal-motocross-park [38383] -> 
https://vault.racerxonline.com/venue/spring-creek-motocross-park [36511] -> 
https://vault.racerxonline.com/venue/broome-tioga-sports-center [32188] -> 
https://vault.racerxonline.com/venue/steel-city-raceway [30285] -> 
https://vault.racerxonline.com/venue/accor-arena [18722] -> 
https://vault.racerxonline.com/venue/agency-motocross [19388] -> 
https://vault.racerxonline.com/venue/alabama-international-speedway [19653] -> 
https://vault.racerxonline.com/venue/amelia-earhardt-park [19146] -> 
https://vault.racerxonline.com/venue/angel-stadium [37628] -> 
https://vault.racerxonline.com/venue/appalachia-lake-park [19697] -> 
https://vault.racerxonline.com/venue/appalachian-highland-motorsport-park [19434] -> 
https://vault.racerxonline.com/venue/arizona-cycle-park [19289] -> 
https://vault.racerxonline.com/venue/arrowhead-stadium [19780] -> 
https://vault.racerxonline.com/venue/att-stadium [25042] -> 
https://vault.racerxonline.com/venue/atlanta-international-raceway [20054] -> 
https://vault.racerxonline.com/venue/atlanta-motor-speedway [20904] -> 
https://vault.racerxonline.com/venue/baldwin-motocross-park [19588] -> 
https://vault.racerxonline.com/venue/bank-one-ballpark [21413] -> 
https://vault.racerxonline.com/venue/baymare-cycle-park [19135] -> 
https://vault.racerxonline.com/venue/broncos-stadium-at-mile-high [19191] -> 
https://vault.racerxonline.com/venue/budds-creek-motocross-park [33033] -> 
https://vault.racerxonline.com/venue/burnt-hickory-motocross [19043] -> 
https://vault.racerxonline.com/venue/cal-expo [19065] -> 
https://vault.racerxonline.com/venue/camping-world-stadium [19557] -> 
https://vault.racerxonline.com/venue/canyon-raceway [19105] -> 
https://vault.racerxonline.com/venue/carlsbad-raceway [20159] -> 
https://vault.racerxonline.com/venue/carnegie-cycle-park [19299] -> 
https://vault.racerxonline.com/venue/castle-point-moto-sport-park [19365] -> 
https://vault.racerxonline.com/venue/cdr-tech-track [19487] -> 
https://vault.racerxonline.com/venue/charlotte-motor-speedway [19957] -> 
https://vault.racerxonline.com/venue/chase-field [22464] -> 
https://vault.racerxonline.com/venue/cherokee-mx-park [19116] -> 
https://vault.racerxonline.com/venue/chicagoland-speedway [19162] -> 
https://vault.racerxonline.com/venue/citrus-bowl [23279] -> 
https://vault.racerxonline.com/venue/cleveland-stadium [19121] -> 
https://vault.racerxonline.com/venue/cohocton-mx [18969] -> 
https://vault.racerxonline.com/venue/cottonbowl-stadium [19000] -> 
https://vault.racerxonline.com/venue/cycle-trails-moto-park [19161] -> 
https://vault.racerxonline.com/venue/cycle-world-usa [19641] -> 
https://vault.racerxonline.com/venue/cycle-rama [19480] -> 
https://vault.racerxonline.com/venue/cycle-rama-recreational-park [19203] -> 
https://vault.racerxonline.com/venue/delta-motorsport-park [19980] -> 
https://vault.racerxonline.com/venue/desoto-cycle-ranch [19525] -> 
https://vault.racerxonline.com/venue/dodger-stadium [19495] -> 
https://vault.racerxonline.com/venue/dome-at-americas-center [19975] -> 
https://vault.racerxonline.com/venue/edison-field [23576] -> 
https://vault.racerxonline.com/venue/edward-jones-dome [25285] -> 
https://vault.racerxonline.com/venue/empower-field-at-mile-high [19581] -> 
https://vault.racerxonline.com/venue/fastrack-motocross-park [19043] -> 
https://vault.racerxonline.com/venue/ford-field [22436] -> 
https://vault.racerxonline.com/venue/pala-raceway [22246] -> 
https://vault.racerxonline.com/venue/foxboro-stadium [19627] -> 
https://vault.racerxonline.com/venue/freestone-raceway [21608] -> 
https://vault.racerxonline.com/venue/fulton-county-stadium [23201] -> 
https://vault.racerxonline.com/venue/gatorback-cycle-park [25073] -> 
https://vault.racerxonline.com/venue/georgia-dome [28483] -> 
https://vault.racerxonline.com/venue/giants-stadium [20634] -> 
https://vault.racerxonline.com/venue/gillette-stadium [20040] -> 
https://vault.racerxonline.com/venue/good-times-mx-park [19526] -> 
https://vault.racerxonline.com/venue/gran-am-motocross-park [19164] -> 
https://vault.racerxonline.com/venue/high-point-raceway [36929] -> 
https://vault.racerxonline.com/venue/highland-hills [19109] -> 
https://vault.racerxonline.com/venue/hillside-park [18985] -> 
https://vault.racerxonline.com/venue/hollister-hills [19116] -> 
https://vault.racerxonline.com/venue/honda-hills [18973] -> 
https://vault.racerxonline.com/venue/ironman-raceway [22408] -> 
https://vault.racerxonline.com/venue/jack-murphy-stadium [23815] -> 
https://vault.racerxonline.com/venue/jacksonville-municipal-stadium [20034] -> 
https://vault.racerxonline.com/venue/john-f-kennedy-stadium [19587] -> 
https://vault.racerxonline.com/venue/kenworthys-motocross-park [25776] -> 
https://vault.racerxonline.com/venue/kingdome [29410] -> 
https://vault.racerxonline.com/venue/lake-elsinore [19581] -> 
https://vault.racerxonline.com/venue/lake-sugar-tree-mx-park [22026] -> 
https://vault.racerxonline.com/venue/lake-whitney-cycle-ranch [21912] -> 
https://vault.racerxonline.com/venue/lakewood-sportcycle-park [19176] -> 
https://vault.racerxonline.com/venue/lakewood-sports-center [19161] -> 
https://vault.racerxonline.com/venue/lakewood-sports-cycle-center [19888] -> 
https://vault.racerxonline.com/venue/lakewood-sports-cycle-center-1 [19343] -> 
https://vault.racerxonline.com/venue/lakewood-sports-cycle-park [19604] -> 
https://vault.racerxonline.com/venue/las-vegas-motocross-park [19303] -> 
https://vault.racerxonline.com/venue/levis-stadium [19503] -> 
https://vault.racerxonline.com/venue/loretta-lynn-ranch [19514] -> 
